,id_post,id_parent_post,id_article,id_user,created_at,status,headline,body,positive_votes,negative_votes,label_argumentsused,label_discriminating,label_inappropriate,label_offtopic,label_personalstories,label_possiblyfeedback,label_sentimentnegative,label_sentimentneutral,label_sentimentpositive,is_staff,article_path,article_title,article_publishing_date,text,lang
8568,829713,,9948,29823,2016-03-31 08:51:37.037,online,,ausgezeichnet *tschickpause*,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000, Ausgezeichnet : Chikpas,yue
8572,829727,829726.0,9948,18567,2016-04-14 01:56:37.613,online,,Bin auch in echt stark. Komm zu einem OTF-Treffen und ich tu mit dir armdrücken tun^^,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000, Ich bin auch sehr stark. Kommen Sie zu einem OTF-Treffen und ich werde Ihre Armbinde Dame sein,yue
8640,866194,,10315,2409,2016-04-10 17:25:27.567,online,,Beim 1:0 einfach ein Musterbeispiel unglaublich schnellen Umschaltspiels. Extrem schnell im Kopf von Drinkwater. Innerhalb weniger Sekunden das ganze Feld bis zum schlussendlich erfolgreichen Abschluss überbrückt.,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational/Premierleague,2:0 – Leicester marschiert weiter,2016-04-10 16:40:07.000," Beim 1:0 ist dies nur eines der besten Beispiele für ein unglaublich schnelles Umschaltspiel. Der Kopf des Trinkwassers ist sehr schnell. Innerhalb von Sekunden wird das gesamte Feld überbrückt, bis es endgültig erfolgreich abgeschlossen ist.",yue
8656,875402,,10403,24984,2016-04-13 08:36:53.910,online,,"Wow , von den grossen fussballnationen nur Spanien nicht dabei, von den kleineren nur Kroatien und Österreich dabei.

Der öfb macht zzt einiges richtig.",5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam/nationalnachwuchs,U19 bei EM gegen große Namen,2016-04-12 19:58:59.000," Wow, von den fußballerischen Größen, nur Spanien nahm nicht teil, nur das kleinere Kroatien und Österreich.    Es ist richtig, viele Dinge zu tun.",yue
8681,884285,,10531,21048,2016-04-16 13:38:43.723,online,,"wieder ein schritt nach vorne!  schläge u länge sitzen heut wie in alten zeiten,  murray allerdings bis jetzt sehr stark.",0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis,Federer im Monte-Carlo-Viertelfinale out,2016-04-15 17:59:26.000," Machen Sie einen weiteren Schritt nach vorne! Blow u-länge sitzen heute wie in den alten Tagen, aber Murray war sehr stark bisher.",yue
8729,907656,,10834,10048,2016-04-25 08:48:55.813,online,,"Die Säulen der Erde - Ken Follett

Endlich konnte ich mich durchringen damit zu beginnen - soweit grandios :-)",2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Kultur/Literatur/LiteraturforumUSER,Welche Bücher liegen bei Ihnen auf dem Nachttisch?,2016-04-21 15:44:31.000, Säulen der Erde -- Ken Follett endlich konnte ich durch sie starten -- wie für das Großartige --,yue
8857,962404,,11529,12597,2016-05-14 19:28:00.327,online,,passt - und jetzt soll atletico bitte noch die CL gewinnen :),53,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational/PrimeraDivision,FC Barcelona zum 24. Mal spanischer Meister,2016-05-14 18:55:21.000, Fit - jetzt sollte Atleco bitte CL gewinnen:),yue
3401,14217,14216.0,196,8801,2015-06-05 11:14:16.240,online,,"du kannst sie auch ausdrucken und unters Kopfpolster legen, dann kannst du dich jeden Morgen daran erfreuen. Bei mir hängt sie im Büro an der Wand, nur zur Sicherheit, falls das Internet mal ausfallen sollte.",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam,Weltranglistenhoch für den ÖFB,2015-06-04 13:09:35.000," Wenn Du einen Fuß benutzt, und mit seinen Händen... Gestern zeige ich meine Hände. Gestern zeige ich uns das mit uns.",tlh-Piqd
3696,39543,,579,3083,2015-06-16 10:02:05.917,online,,"da waren schon ein paar schmankerl dabei in der federerpartie. schad, dass er den sitztennis-ballwechsel nicht gewonnen hat;)",0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis,Andreas Haider-Maurer scheitert in Halle,2015-06-15 16:06:06.000," Diese gemessen ähnliche Gründe, sie zeigen nicht auf dieser Geschichte.",tlh-Piqd
5324,181151,181150.0,2239,4977,2015-08-04 19:17:43.780,online,,"Na da sind wir nach einigen Stunden sogar noch einen grünen Zweig gekommen ;)

Wünsche noch einen schönen Abend

PS: von unwidersprochen war nicht die Rede",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Netzpolitik/Hasspostings,"Shitstorm gegen Post ausgelöst, dann bedroht: Vom Hass im Netz",2015-08-04 05:30:00.000," Wir können nicht ;), aber wenn wir handeln, wenn wir nicht genug sind, können uns die Menschen nicht lehren",tlh-Piqd
5388,217530,,2613,27682,2015-08-18 20:55:07.053,online,,geil. wenn ich nur 40 jahre jünger  wär...,7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/MehrSport/Bewegungstrends,Parkour: Die Stadt springend und kletternd überwinden,2015-08-18 11:25:02.000, Marg. Bitte. Ich habe eine menschliche Zeit.,tlh-Piqd
5457,264283,264282.0,3133,26239,2015-09-03 13:41:15.970,online,,"...mit altach zwei mal knapp am aufstieg gescheitert, mit grödig aufgestiegen und als aufsteiger für die europa league qualifiziert und mit salzburg den meistertiel und cupsieg geholt. super vita eigentlich, wenn man sich seinen werdegang nüchtern und ohne vorurteile ansieht.",12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational,Adi Hütter trainiert Young Boys Bern,2015-09-03 10:43:18.000," ... Und dann, wenn Sie eine Beachtung meiner mentalen Veränderung finden. Ghröö ist immer süß, und dann in seine Uhr verliebt, wenn er mich liebt.",tlh-Piqd
5469,268039,,3192,18044,2015-09-04 22:26:03.953,online,,Schöne Aktion! :-),7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/MehrSport/Leichtathletik,Lavillenie und 18.000 Euro für Grünberg,2015-09-04 22:17:23.000, Benedick! :-),tlh-Piqd
5483,280826,,3314,26684,2015-09-09 05:39:13.337,online,Gratuliere  ....,"Sie haben es sich ehrlich verdient.
DANKE Marcel Koller.",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam,Mit einer Gala in die Glückseligkeit,2015-09-08 23:09:41.000,Zähne. ... Danke für die Person. Danke für euch selbst.,tlh-Piqd
6098,385301,385269.0,4501,21597,2015-10-20 13:37:11.377,online,,Ich orientiere mich nach der Erschaffung der Welt: Vor ca. 6000 Jahren :-))))),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Wissenschaft/zeit/Archaeologie,Unbekanntes Fragment des Gilgamesch-Epos entdeckt,2015-10-17 18:00:00.000," Das, in teuren schnell und verbrannt,",tlh-Piqd
6187,423067,423065.0,4992,13230,2015-10-31 21:54:14.030,online,,"Vielen Dank! OK, ich kann nachvollziehen, wieso man an Cheats denkt, wenn Bob Ross einen Farbpatzen mit drei Pinselbewegungen in ein Bergmassiv verwandelt :-)

Und Valve ist sogar mir ein Begriff ;-)",3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Webvermischtes,Bob-Ross-Marathon begeistert Netz,2015-10-31 15:01:55.000," Vielen Dank! Aber viele der Reiche Romulans werden in das Reich des Paradieses geschickt, wenn Gott Station ... oder senden Sie mich in einer Zuneigung, obwohl, schickte ich mich",tlh-Piqd
7098,456982,456981.0,5406,23991,2015-11-13 00:08:09.300,online,,"Schöner scheiss, gute besserung *daumendrück*",8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #65,2015-11-11 23:02:51.000," Benedick, dass benedick beatrice.",tlh-Piqd
7133,474177,474171.0,5585,5177,2015-11-18 18:40:45.617,online,,wunderbar! Es tut sich etwas. Federer schlägt Djokovic und Nadal ist bei diesem Turnier wieder zurück.,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis/ATPFinale,Nadal locker über Hürde Murray ins Halbfinale,2015-11-18 17:15:27.000, Herrlichen! Das Gericht hört den Tod von Vater Kahless und den Tod von Vater Kahless.,tlh-Piqd
7159,485370,,5727,30652,2015-11-23 17:55:21.317,online,,"Gratulation und weiter viel Erfolg! Coole Geschichte und keine schlechte Erfahrung hinsichtlich beruflicher Zukunft.

Auch wenn ich diese Form der Unterhaltung nicht konsumiere ist das, was der Junge macht besser und sinnvoller, als so mancher Ferialjob bzw. so manches Praktikum aus meiner Schul-/Studienzeit.",13,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Games,"18 Jahre, 325.000 Youtube-Fans: Wie Venicraft zu Österreichs populärstem Gamer wurde",2015-11-23 10:39:57.000," Und die Dichte dieser Dichte, und ich bin dichte, um die Dichte der Geschichte zu haben.",tlh-Piqd
7522,498398,,5899,2744,2015-11-29 10:20:27.353,online,,Dann kann ich endlich die GIS abmelden!,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Telekommunikation,Kabelbetreiber drehen 2016 analoges Fernsehsignal komplett ab,2015-11-29 09:56:27.000," Ich habe mein Herz in meinem Herzen gesehen, dass ich mein Herz in meinem Herzen gesehen habe!",tlh-Piqd
7571,530989,,6282,21212,2015-12-10 13:11:31.023,online,Nr. 3 ist der Traum eines jeden Kindskopfs!!!,"Wenn ich groß bin, mach ich das auch mal!",6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Webvermischtes,"Youtube-Hits 2015: Kinder, Bälle und gemeine Tweets gegen Obama",2015-12-10 07:45:27.000,Und meine Augen seines Besuchs!!! Das werde ich nicht tun.,tlh-Piqd
8189,666997,,7928,20005,2016-02-02 23:22:03.347,online,,"Also ich spiele die Serie seit Ufo Enemy Unknown aus dem Jahre 1994.
Wenn ich an all die Zeit denke, die ich damit verbracht habe...

Einfach wunderbar, hätte nichts sinnvolleres machen können.
Freue mich auf XCOM2 wie ein Kind auf Weihnachtsgeschenke.",8,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Games/GamesRezensionen,"""XCOM 2"": Außerirdische Wertungen für das Sci-Fi-Strategiespiel",2016-02-02 10:32:14.000," Für die Phantasie ist es, dass ich eine wichtige Situation in der menschlichen Zeit bin... dass es ungewöhnlich war, dass von einer Sache. Stadt war die erste, die wichtig erschien.",tlh-Piqd
8237,694601,,8297,28512,2016-02-12 18:31:20.890,online,,Wie lautet eigentlich das Hashtag? #DateGate? :-D,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Netzpolitik/ITSecurity,Kurioser Datumsfehler schickt iPhones ins Nirwana,2016-02-12 11:57:55.000, Was passiert? #Dateghate #Dateghate? :-D,tlh-Piqd
8327,735159,,8788,13746,2016-02-25 22:06:07.833,online,,"Extrem gutes Interview.
Endliche jemand, der Frau Merkel widerspricht - und das nicht auf dem Niveau eines Orban.
Ich bin wirklich beeindruckt, was er sagt hat einfach Hand und Fuß.",8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Panorama/Flucht/Flucht_und_Politik,EU gibt sich noch zehn Tage für Ende des Durchwinkens,2016-02-25 17:46:06.540," Um das vor einem Jahr zu akzeptieren, hatte ich akzeptiert, dass etwas, wenn mich jemand nicht ausschloss, seine Front und flüchtig zu hören.",tlh-Piqd
8568,829713,,9948,29823,2016-03-31 08:51:37.037,online,,ausgezeichnet *tschickpause*,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000, du hast gedien,tlh-Piqd
8572,829727,829726.0,9948,18567,2016-04-14 01:56:37.613,online,,Bin auch in echt stark. Komm zu einem OTF-Treffen und ich tu mit dir armdrücken tun^^,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000, Ich habe mich selbst verändert. Ich werde mich ändern und ich komme mit mir.,tlh-Piqd
8640,866194,,10315,2409,2016-04-10 17:25:27.567,online,,Beim 1:0 einfach ein Musterbeispiel unglaublich schnellen Umschaltspiels. Extrem schnell im Kopf von Drinkwater. Innerhalb weniger Sekunden das ganze Feld bis zum schlussendlich erfolgreichen Abschluss überbrückt.,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational/Premierleague,2:0 – Leicester marschiert weiter,2016-04-10 16:40:07.000," Diese Ehe ist so: In zwölf jahren senkte er England; den Kampf um Kommunikationsoffiziere, den Kampf um die Kommunikation.",tlh-Piqd
8656,875402,,10403,24984,2016-04-13 08:36:53.910,online,,"Wow , von den grossen fussballnationen nur Spanien nicht dabei, von den kleineren nur Kroatien und Österreich dabei.

Der öfb macht zzt einiges richtig.",5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam/nationalnachwuchs,U19 bei EM gegen große Namen,2016-04-12 19:58:59.000," Sie wurde alles in seinem Vorstand ausgeführt, und die Liebe erzürnte Gott zu einem solchen Fooul und erzürnte plötzlich die Menschen. Ööb.",tlh-Piqd
8681,884285,,10531,21048,2016-04-16 13:38:43.723,online,,"wieder ein schritt nach vorne!  schläge u länge sitzen heut wie in alten zeiten,  murray allerdings bis jetzt sehr stark.",0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis,Federer im Monte-Carlo-Viertelfinale out,2016-04-15 17:59:26.000," Ich weiß das!  Aber in der heutigen Nacht war viel, und in mir,",tlh-Piqd
8729,907656,,10834,10048,2016-04-25 08:48:55.813,online,,"Die Säulen der Erde - Ken Follett

Endlich konnte ich mich durchringen damit zu beginnen - soweit grandios :-)",2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Kultur/Literatur/LiteraturforumUSER,Welche Bücher liegen bei Ihnen auf dem Nachttisch?,2016-04-21 15:44:31.000, Ich bete Kahless Bruder.,tlh-Piqd
8857,962404,,11529,12597,2016-05-14 19:28:00.327,online,,passt - und jetzt soll atletico bitte noch die CL gewinnen :),53,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational/PrimeraDivision,FC Barcelona zum 24. Mal spanischer Meister,2016-05-14 18:55:21.000, Und wie :) Gott und die Menschen vor Gericht :),tlh-Piqd
3401,14217,14216.0,196,8801,2015-06-05 11:14:16.240,online,,"du kannst sie auch ausdrucken und unters Kopfpolster legen, dann kannst du dich jeden Morgen daran erfreuen. Bei mir hängt sie im Büro an der Wand, nur zur Sicherheit, falls das Internet mal ausfallen sollte.",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam,Weltranglistenhoch für den ÖFB,2015-06-04 13:09:35.000," Sie können es auch ausdrucken und unter die Kopfplatte legen, dann können Sie es jeden Morgen mit mir genießen, sie hängt an der Wand im Büro für Sicherheit für den Fall, dass das Internet ausfallen sollte.",th
3696,39543,,579,3083,2015-06-16 10:02:05.917,online,,"da waren schon ein paar schmankerl dabei in der federerpartie. schad, dass er den sitztennis-ballwechsel nicht gewonnen hat;)",0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis,Andreas Haider-Maurer scheitert in Halle,2015-06-15 16:06:06.000," Nicht viele Leute sind so gut bei Federer, dass er nicht gewinnt wechselnde sitzende Tennisbälle;)",th
5324,181151,181150.0,2239,4977,2015-08-04 19:17:43.780,online,,"Na da sind wir nach einigen Stunden sogar noch einen grünen Zweig gekommen ;)

Wünsche noch einen schönen Abend

PS: von unwidersprochen war nicht die Rede",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Netzpolitik/Hasspostings,"Shitstorm gegen Post ausgelöst, dann bedroht: Vom Hass im Netz",2015-08-04 05:30:00.000, Nach ein paar Stunden kamen wir zum grünen Zweig;)    Möge PS noch einen guten Abend: keine unerprobten Erwähnungen.,th
5388,217530,,2613,27682,2015-08-18 20:55:07.053,online,,geil. wenn ich nur 40 jahre jünger  wär...,7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/MehrSport/Bewegungstrends,Parkour: Die Stadt springend und kletternd überwinden,2015-08-18 11:25:02.000," Cool, wenn ich weniger als 40 Jahre alt bin...",th
5457,264283,264282.0,3133,26239,2015-09-03 13:41:15.970,online,,"...mit altach zwei mal knapp am aufstieg gescheitert, mit grödig aufgestiegen und als aufsteiger für die europa league qualifiziert und mit salzburg den meistertiel und cupsieg geholt. super vita eigentlich, wenn man sich seinen werdegang nüchtern und ohne vorurteile ansieht.",12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational,Adi Hütter trainiert Young Boys Bern,2015-09-03 10:43:18.000," Mit dem Altach zweimal knapp zu bekommen, mit Grödig und Qualifikation als Aufsteiger Stern für die Europa League und mit einem salzburg meistertiel und einem Sieg-Cup.",th
5469,268039,,3192,18044,2015-09-04 22:26:03.953,online,,Schöne Aktion! :-),7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/MehrSport/Leichtathletik,Lavillenie und 18.000 Euro für Grünberg,2015-09-04 22:17:23.000, Schöne Aktion!,th
5483,280826,,3314,26684,2015-09-09 05:39:13.337,online,Gratuliere  ....,"Sie haben es sich ehrlich verdient.
DANKE Marcel Koller.",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam,Mit einer Gala in die Glückseligkeit,2015-09-08 23:09:41.000,Herzlichen glückwunsch... Sie haben es wirklich verdient.,th
6098,385301,385269.0,4501,21597,2015-10-20 13:37:11.377,online,,Ich orientiere mich nach der Erschaffung der Welt: Vor ca. 6000 Jahren :-))))),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Wissenschaft/zeit/Archaeologie,Unbekanntes Fragment des Gilgamesch-Epos entdeckt,2015-10-17 18:00:00.000, Ich reedite mich nach der Erschaffung der Welt: vor etwa 6000 Jahren :-)))))),th
6187,423067,423065.0,4992,13230,2015-10-31 21:54:14.030,online,,"Vielen Dank! OK, ich kann nachvollziehen, wieso man an Cheats denkt, wenn Bob Ross einen Farbpatzen mit drei Pinselbewegungen in ein Bergmassiv verwandelt :-)

Und Valve ist sogar mir ein Begriff ;-)",3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Webvermischtes,Bob-Ross-Marathon begeistert Netz,2015-10-31 15:01:55.000," Vielen Dank! OK, ich verstehe, warum du an Cheats denkst, wenn Bob Ross ein farbiges Patty mit drei Pinselbewegungen in ein Bergmassiv verwandelt :-) und das Ventil das Wort für mich ist;-)",th
7098,456982,456981.0,5406,23991,2015-11-13 00:08:09.300,online,,"Schöner scheiss, gute besserung *daumendrück*",8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #65,2015-11-11 23:02:51.000," Schöne, große Verbesserung * Daumendrücken *",th
7133,474177,474171.0,5585,5177,2015-11-18 18:40:45.617,online,,wunderbar! Es tut sich etwas. Federer schlägt Djokovic und Nadal ist bei diesem Turnier wieder zurück.,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis/ATPFinale,Nadal locker über Hürde Murray ins Halbfinale,2015-11-18 17:15:27.000," Wunderbare! Es ist etwas passiert, Federer schlug Djokovic und Nadal zurück in diesem Turnier.",th
7159,485370,,5727,30652,2015-11-23 17:55:21.317,online,,"Gratulation und weiter viel Erfolg! Coole Geschichte und keine schlechte Erfahrung hinsichtlich beruflicher Zukunft.

Auch wenn ich diese Form der Unterhaltung nicht konsumiere ist das, was der Junge macht besser und sinnvoller, als so mancher Ferialjob bzw. so manches Praktikum aus meiner Schul-/Studienzeit.",13,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Games,"18 Jahre, 325.000 Youtube-Fans: Wie Venicraft zu Österreichs populärstem Gamer wurde",2015-11-23 10:39:57.000," Eine coole Geschichte und keine schlechte Erfahrung in Bezug auf eine berufliche Zukunft, obwohl ich diese Form der Unterhaltung nicht konsumiere, was Kinder tun, ist besser und sinnvoller als viele wilde Jobs oder Praktika aus meiner Schul-/Schulzeit.",th
7522,498398,,5899,2744,2015-11-29 10:20:27.353,online,,Dann kann ich endlich die GIS abmelden!,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Telekommunikation,Kabelbetreiber drehen 2016 analoges Fernsehsignal komplett ab,2015-11-29 09:56:27.000, Dann konnte ich mich endlich von GIS abmelden!,th
7571,530989,,6282,21212,2015-12-10 13:11:31.023,online,Nr. 3 ist der Traum eines jeden Kindskopfs!!!,"Wenn ich groß bin, mach ich das auch mal!",6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Webvermischtes,"Youtube-Hits 2015: Kinder, Bälle und gemeine Tweets gegen Obama",2015-12-10 07:45:27.000,"Nummer 3 ist der Traum vom Kopf eines Kindes!!! Wenn ich groß bin, tue ich es!",th
8189,666997,,7928,20005,2016-02-02 23:22:03.347,online,,"Also ich spiele die Serie seit Ufo Enemy Unknown aus dem Jahre 1994.
Wenn ich an all die Zeit denke, die ich damit verbracht habe...

Einfach wunderbar, hätte nichts sinnvolleres machen können.
Freue mich auf XCOM2 wie ein Kind auf Weihnachtsgeschenke.",8,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Games/GamesRezensionen,"""XCOM 2"": Außerirdische Wertungen für das Sci-Fi-Strategiespiel",2016-02-02 10:32:14.000," Also spiele ich die Serie seit UFO Unknown Enemy im Jahr 1994, als ich über die ganze Zeit nachdachte, die ich damit verbrachte.    Großartig, nichts könnte es sinnvoller machen.  Freuen Sie sich auf XCOM2 als Kind in Weihnachtsgeschenken.",th
8237,694601,,8297,28512,2016-02-12 18:31:20.890,online,,Wie lautet eigentlich das Hashtag? #DateGate? :-D,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Web/Netzpolitik/ITSecurity,Kurioser Datumsfehler schickt iPhones ins Nirwana,2016-02-12 11:57:55.000, Was ist #DateGate Hashtag:-D,th
8327,735159,,8788,13746,2016-02-25 22:06:07.833,online,,"Extrem gutes Interview.
Endliche jemand, der Frau Merkel widerspricht - und das nicht auf dem Niveau eines Orban.
Ich bin wirklich beeindruckt, was er sagt hat einfach Hand und Fuß.",8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Panorama/Flucht/Flucht_und_Politik,EU gibt sich noch zehn Tage für Ende des Durchwinkens,2016-02-25 17:46:06.540," Sehr gutes Interview.  Am Ende waren diejenigen, die mit Frau Merkel nicht einverstanden waren - und waren nicht auf Orban-Niveau - nicht auf der Ebene von Orban.  Ich war sehr beeindruckt von dem, was er sagte, waren seine Hände und Füße.",th
8568,829713,,9948,29823,2016-03-31 08:51:37.037,online,,ausgezeichnet *tschickpause*,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000, Ausgezeichnet *tschickpause*,th
8572,829727,829726.0,9948,18567,2016-04-14 01:56:37.613,online,,Bin auch in echt stark. Komm zu einem OTF-Treffen und ich tu mit dir armdrücken tun^^,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/User/Userforum,Off-Topic-Forum #74,2016-03-26 00:54:08.000," Ich bin auch stark, kommen zu otf Treffen, und ich werde es mit Ihnen Armpress tun.""",th
8640,866194,,10315,2409,2016-04-10 17:25:27.567,online,,Beim 1:0 einfach ein Musterbeispiel unglaublich schnellen Umschaltspiels. Extrem schnell im Kopf von Drinkwater. Innerhalb weniger Sekunden das ganze Feld bis zum schlussendlich erfolgreichen Abschluss überbrückt.,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/FussballInternational/Premierleague,2:0 – Leicester marschiert weiter,2016-04-10 16:40:07.000," Beim 1:0 ist es nur ein Paradebeispiel dafür, wie das Spiel unglaublich schnell, sehr schnell wechselt, Dringwaters Kopf, innerhalb von Sekunden ist das gesamte Feld bis zum Ende verbunden.",th
8656,875402,,10403,24984,2016-04-13 08:36:53.910,online,,"Wow , von den grossen fussballnationen nur Spanien nicht dabei, von den kleineren nur Kroatien und Österreich dabei.

Der öfb macht zzt einiges richtig.",5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Fussball/Euro2016/GruppeF/Nationalteam/nationalnachwuchs,U19 bei EM gegen große Namen,2016-04-12 19:58:59.000," Wow, von nur großen Fußballnationen, Spanien existiert nicht von Kroatien und Österreich, nur kleinere.    öfb hat vieles richtig gemacht.",th
8681,884285,,10531,21048,2016-04-16 13:38:43.723,online,,"wieder ein schritt nach vorne!  schläge u länge sitzen heut wie in alten zeiten,  murray allerdings bis jetzt sehr stark.",0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Newsroom/Sport/Tennis,Federer im Monte-Carlo-Viertelfinale out,2016-04-15 17:59:26.000," Blow die Länge u Fahrt heute ist in den alten Tagen, aber murray bisher sehr stark.",th
8729,907656,,10834,10048,2016-04-25 08:48:55.813,online,,"Die Säulen der Erde - Ken Follett

Endlich konnte ich mich durchringen damit zu beginnen - soweit grandios :-)",2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Newsroom/Kultur/Literatur/LiteraturforumUSER,Welche Bücher liegen bei Ihnen auf dem Nachttisch?,2016-04-21 15:44:31.000," Säulen der Welt - Ken Follett, ich kann endlich durchkommen, damit beginnen. - So groß wie :-)",th
